beta_gamma_0,beta_gamma_1,beta_gamma_2,beta_gamma_3,beta_gamma_4,beta_gamma_5,beta_theta_0,beta_theta_1,beta_theta_2,beta_theta_3,beta_theta_4,beta_theta_5,beta_theta_6,beta_theta_7,nu_gamma_0,nu_gamma_1,nu_gamma_2,nu_gamma_3,nu_gamma_4,nu_gamma_5,nu_gamma_6,nu_gamma_7,nu_gamma_8,nu_gamma_9,nu_gamma_10,nu_gamma_11,nu_gamma_12,nu_gamma_13,nu_gamma_14,nu_gamma_15,nu_gamma_16,nu_gamma_17,nu_gamma_18,nu_gamma_19,nu_gamma_20,nu_gamma_21,nu_gamma_22,nu_gamma_23,nu_gamma_24,nu_gamma_25,nu_gamma_26,nu_gamma_27,nu_gamma_28,nu_gamma_29,nu_gamma_30,nu_gamma_31,nu_gamma_32,nu_gamma_33,nu_gamma_34,nu_gamma_35,nu_gamma_36,nu_gamma_37,nu_gamma_38,nu_gamma_39,nu_gamma_40,nu_gamma_41,nu_gamma_42,nu_gamma_43,nu_gamma_44,nu_gamma_45,nu_gamma_46,nu_gamma_47,nu_gamma_48,nu_gamma_49,nu_gamma_50,nu_gamma_51,nu_gamma_52,nu_gamma_53,nu_gamma_54,nu_gamma_55,nu_gamma_56,nu_gamma_57,nu_gamma_58,nu_gamma_59,nu_gamma_60,nu_gamma_61,nu_gamma_62,nu_gamma_63,nu_gamma_64,nu_gamma_65,nu_gamma_66,nu_gamma_67,nu_gamma_68,nu_gamma_69,nu_gamma_70,nu_gamma_71,nu_gamma_72,nu_gamma_73,nu_gamma_74,nu_gamma_75,nu_gamma_76,nu_gamma_77,nu_theta_0,nu_theta_1,nu_theta_2,nu_theta_3,nu_theta_4,nu_theta_5,nu_theta_6,nu_theta_7,nu_theta_8,nu_theta_9,nu_theta_10,nu_theta_11,nu_theta_12,nu_theta_13,nu_theta_14,nu_theta_15,nu_theta_16,nu_theta_17,nu_theta_18,nu_theta_19,nu_theta_20,nu_theta_21,nu_theta_22,nu_theta_23,nu_theta_24,nu_theta_25,nu_theta_26,nu_theta_27,nu_theta_28,nu_theta_29,nu_theta_30,nu_theta_31,nu_theta_32,nu_theta_33,nu_theta_34,nu_theta_35,nu_theta_36,nu_theta_37,nu_theta_38,nu_theta_39,nu_theta_40,nu_theta_41,nu_theta_42,nu_theta_43,nu_theta_44,nu_theta_45,nu_theta_46,nu_theta_47,nu_theta_48,nu_theta_49,nu_theta_50,nu_theta_51,nu_theta_52,nu_theta_53,nu_theta_54,nu_theta_55,nu_theta_56,nu_theta_57,nu_theta_58,nu_theta_59,nu_theta_60,nu_theta_61,nu_theta_62,nu_theta_63,nu_theta_64,nu_theta_65,nu_theta_66,nu_theta_67,nu_theta_68,nu_theta_69,sigma_u_gamma,sigma_u_theta,sigma_v_gamma,sigma_v_theta
6.2246486,0.028604632,-0.05970441,0.076691514,-0.20024283,0.13163303,3.9590017,-0.66854656,-0.56336372,3.8626234,-4.0363025,-0.073767232,-0.024469582,0.48530227,-0.055493888,-0.30429385,-0.32500144,-0.097698206,-0.21602155,-0.084736381,-0.0074153689,-0.052813675,0.20968028,0.095009903,0.28059184,0.10485043,-0.108357,-0.17679393,-0.067875512,-0.20532398,0.012359722,0.20212425,0.13500172,0.13728366,0.15564019,-0.28900891,-0.45671012,-0.0014891818,-0.069074046,-0.044139231,-0.06013105,-0.079414773,0.12779004,0.17715692,0.35788793,0.38765705,0.11454537,-0.05766794,-0.50351071,0.010972864,-0.040616832,-0.062095406,-0.0067192266,0.032059229,0.11855536,0.27724134,0.4334101,0.38775909,0.31734367,0.082331878,-0.043626886,-0.13984378,-0.080372857,0.011744806,0.0010205584,-0.034543422,0.1880231,0.31485692,0.32268735,0.347473,0.091640595,-0.20132743,-0.03429854,-0.028921282,-0.060855292,0.17254992,-0.083259371,0.16600057,0.080638905,0.10302805,0.15342279,0.0071200595,-0.1632629,-0.098043261,-0.21013918,-0.13274871,-0.076139661,-0.028704591,-0.057424991,-0.36068879,-0.47660736,-0.27363677,0.70078658,0.1152484,-0.32412329,0.22009424,0.44101278,-0.087558566,-0.17295083,-0.47816472,-0.47792915,-0.41465398,0.09826265,0.093585571,-0.38055949,0.11262481,-0.36477889,-0.12367206,-0.041007268,0.19466577,0.2263796,0.043936227,-0.020383705,0.57523307,-0.1523835,-0.21944437,0.18130752,-0.61411973,0.61361828,-0.047099912,-0.40513931,0.13127169,-0.59116486,0.25029066,0.38821672,0.20585564,0.33796142,0.024609908,-0.25752824,-0.081042975,0.11694968,-0.058932244,0.18364996,-0.52433691,0.28691014,0.087433296,0.44925265,-0.38308436,0.28699909,0.054266581,-0.53408763,-0.05801471,-0.45267777,-0.00074927945,0.23663156,-0.060631337,0.13523236,0.089183209,-0.26023574,0.27675686,-0.24365577,0.20166086,0.23666828,0.14008408,-0.14902148,0.44112871,-0.46907755,0.82908086,0.23673433,-0.40956711,-0.38575732,-0.087622223,0.11927555,0.39194441,0.19609813,0.33840824
6.2548214,0.028762245,-0.061255448,0.10391096,-0.22283102,0.1324,3.9870562,-0.46126798,-0.29582922,0.10380093,-0.27213617,-0.12397996,-0.027795145,0.4706403,-0.13458576,-0.38917981,-0.23031363,-0.23402015,-0.31758586,-0.1861958,-0.078772775,-0.087735934,0.053016602,0.090244263,0.15425846,-0.06905815,-0.18271258,-0.31406099,-0.11128897,-0.18728347,-0.044393603,0.087160743,0.033956823,0.16299009,0.069904601,-0.15961905,-0.4334405,-0.11140743,-0.15823927,-0.14759874,-0.063456324,-0.027495929,0.16564448,0.14824717,0.31449957,0.32888251,0.24371096,-0.10848874,-0.51465033,-0.13615442,-0.065181599,-0.076873126,-0.038082229,-0.01497799,0.078133035,0.30420579,0.37092451,0.39237423,0.33590295,0.1410897,-0.016397639,-0.16464492,-0.10097985,-0.046455336,0.027420866,-0.024266347,0.15156099,0.22325912,0.34051184,0.37841936,0.031533415,-0.1930549,-0.0095058418,-0.098264198,-0.14083839,-0.0014961297,-0.044550965,0.1013901,0.17993353,0.065125133,0.091085086,0.075336172,-0.00095002249,-0.19961668,-0.17844987,-0.12609482,-0.032929164,-0.013116264,-0.11080545,-0.35467992,-0.33914486,-0.14946837,0.34185046,-0.047319558,0.64176066,0.77271267,0.25389741,0.57711234,-0.052666503,0.35640158,0.18269598,-0.17419784,0.16157766,-0.47123849,-0.39300434,0.23173092,-0.64650547,-0.15266818,-0.013450283,0.036709616,0.38732066,-0.049499621,-0.062488206,0.094102275,0.0039194818,0.010980048,0.30668386,0.29168606,-0.056117628,-0.11884298,0.19132605,-0.1464297,-0.58497334,0.61282479,0.56146745,-0.082532621,0.29681668,-0.034523557,0.36263294,0.32830149,-0.31957922,-0.18144429,0.17702063,0.51497921,-0.30871198,0.14716523,-0.39206733,0.47383194,0.45677923,-0.41761203,-0.6854809,0.48818415,-0.10046433,0.51311885,0.098423521,0.073626308,-0.28166333,-0.04088147,0.41459523,-0.21355375,0.47376596,-0.066734177,0.45143007,0.20990621,0.0052055029,0.44306332,0.57127366,0.045382669,0.17046391,-0.53770041,-0.22675795,0.35985373,0.1288591,0.39562966,0.187612,0.33864076
6.2254693,0.0052887701,-0.065764762,0.10901741,-0.21192047,0.12056545,4.040307,-0.3292644,-0.18202447,2.3960725,-2.5526877,-0.065300189,0.026465298,0.48890904,-0.21411413,-0.41460799,-0.2344528,-0.20851869,-0.21618293,-0.16470315,-0.13999752,-0.061328414,0.1033517,0.057751982,0.21887604,0.045369495,-0.14197833,-0.18812735,-0.13735377,-0.2338732,-0.033893737,0.17604146,0.13548637,0.10935627,0.19252434,-0.25423421,-0.45459757,0.0029537018,-0.055950486,-0.079796101,-0.096858543,-0.098656588,0.1194546,0.17249076,0.32505715,0.40084891,0.20856854,-0.048382923,-0.49835119,-0.034573591,-0.071343308,-0.069143913,0.0098853806,0.014623132,0.1347655,0.29236934,0.43820411,0.39201903,0.32857813,0.060773421,-0.093885364,-0.14322835,-0.0396122,0.040758175,0.0038132671,-0.023137642,0.21512144,0.32852002,0.34813027,0.39679325,0.12095936,-0.19530666,-0.043981435,-0.022611134,-0.10652091,0.1664205,-0.058759608,0.21522807,0.13519392,0.12689029,0.17327836,0.10371793,-0.15319586,-0.11399777,-0.12301631,-0.069063409,-0.030580817,-0.070299319,-0.044422324,-0.36011432,-0.41120215,-0.25874988,0.50814451,0.30048106,-0.5359574,0.015092988,-0.11604355,-0.24448631,-0.27235916,-0.56800414,-0.10004194,-0.4022694,-0.023653066,0.028043909,-0.29050168,0.090366425,-0.53008491,-0.098689654,-0.12210512,0.049162102,0.053082467,-0.029934525,0.21491768,0.23648598,-0.279868,-0.028731708,-0.0036294091,0.13640704,0.47630216,-0.14291643,-0.2364591,0.13293565,-0.76936448,0.09807834,0.16429765,0.13188044,0.2320253,-0.0044300821,-0.16964805,-0.18835885,0.26061942,-0.39208569,0.19965476,-0.51520296,-0.23897554,0.3645971,0.34763167,-0.21206901,0.22950583,0.15413224,-0.85909249,-0.31516426,-0.33474272,-0.14775815,0.35433968,-0.11237321,-0.23025572,0.10992215,0.11672301,0.26153976,-0.18559977,0.12679929,0.11825133,0.10806119,-0.13191052,0.36894001,-0.11495216,0.77979626,0.12871629,-0.58042376,-0.42579272,-0.21246729,0.12255811,0.39022754,0.21594581,0.30479644
6.2303067,0.0052490299,-0.06604692,0.1095186,-0.21267107,0.1221988,4.0425463,-0.31787369,-0.20206693,2.512386,-2.689379,-0.050922297,0.027710781,0.49347513,-0.20954621,-0.4138289,-0.22359957,-0.21440704,-0.21141259,-0.16731081,-0.13056339,-0.057283143,0.097808137,0.059054315,0.21066093,0.053718318,-0.13956903,-0.18765633,-0.144212,-0.23495215,-0.037945341,0.1808437,0.12788285,0.11888456,0.19674041,-0.26190684,-0.47067935,-0.0063983313,-0.0550382,-0.075965752,-0.10490866,-0.096604586,0.12083112,0.1800999,0.32337181,0.40729591,0.21249011,-0.047592977,-0.50671377,-0.025816928,-0.066767612,-0.071349756,0.012699368,0.010066462,0.1398215,0.29173388,0.4416721,0.39118828,0.32572564,0.059754815,-0.089415957,-0.15781046,-0.041091246,0.033671391,0.0014447372,-0.015362104,0.22209696,0.33316213,0.34829355,0.40362599,0.12188978,-0.18821123,-0.03890099,-0.0079614021,-0.11108509,0.16285425,-0.063936099,0.22460958,0.12747601,0.13071872,0.17653241,0.1032362,-0.16229536,-0.11727996,-0.13177275,-0.067213087,-0.026116826,-0.080500267,-0.053493748,-0.36783107,-0.3952854,-0.25230341,0.4868379,0.31997094,-0.63832678,-0.0035402741,-0.14865404,-0.27118188,-0.28099958,-0.53995113,-0.050165001,-0.37620347,-0.040842951,0.047525606,-0.29877179,0.10058065,-0.58006389,-0.095975915,-0.11235475,0.13145253,0.047025257,-0.016159565,0.18219763,0.23289106,-0.31031362,0.0076648072,-0.095234865,0.11411529,0.51847235,-0.12587135,-0.25149208,0.17308494,-0.76605241,0.1683345,0.15491104,0.12848337,0.22993076,0.0011152232,-0.16314981,-0.23153791,0.29831989,-0.39873335,0.19629018,-0.63839479,-0.25167003,0.37868858,0.42184989,-0.19000324,0.24033566,0.15820852,-0.88107504,-0.28209268,-0.3510636,-0.15973369,0.33892279,-0.07834106,-0.23552681,0.11784457,0.10427765,0.26105931,-0.12579441,0.045252742,0.12266148,0.059340778,-0.15864593,0.36337664,-0.19156511,0.79825132,0.15579351,-0.59157693,-0.43293913,-0.21705861,0.1230465,0.38722418,0.21729626,0.31200686
6.2244319,0.02370127,-0.059823046,0.11361092,-0.21408916,0.11914206,4.0447359,-0.63390234,-0.61448085,1.018224,-1.1774264,-0.15156906,-0.0092379912,0.49113713,-0.091663717,-0.4607471,-0.25603119,-0.20068494,-0.32203256,-0.15335757,-0.0351166,-0.18502025,0.069846806,0.046728267,0.19907869,-0.0047293065,-0.084065244,-0.28402353,-0.10122763,-0.19431523,0.020104097,0.10842104,0.064482783,0.13963969,0.10662141,-0.11455035,-0.43676849,0.015706733,-0.1448628,-0.0848574,-0.029361291,-0.011434072,0.22791497,0.13876,0.28803876,0.36978481,0.15649555,-0.11689449,-0.44958206,-0.068343626,-0.0026082806,-0.055818198,0.0046703684,0.006685735,0.15815012,0.3053322,0.43635429,0.40043973,0.30970642,0.13978462,-0.084883496,-0.081804824,-0.033607867,0.029546846,0.13716224,0.021447338,0.2306999,0.29934038,0.37192528,0.35861533,0.046370691,-0.14113995,-0.005118169,-0.079419026,-0.026751599,0.04381425,0.035122475,0.21032397,0.14899136,0.10947523,0.12893469,0.069451183,0.0026005683,-0.12917002,-0.15434842,-0.053676105,-0.015031202,0.03477579,-0.053888859,-0.2904916,-0.34422494,-0.02130367,0.30381995,-0.39822824,0.27251253,0.54897794,0.15616793,0.39904847,-0.28549,0.1960767,-0.29355817,-0.14909163,0.084293316,-0.44027733,-0.59692356,0.015669432,-0.46058578,-0.12139489,-0.58115447,0.27002414,0.044506966,-0.075265882,-0.0020229375,-0.24408455,-0.27218536,0.16854166,-0.29637064,-0.056284832,0.52712194,-0.10428198,-0.031939812,-0.072106491,-0.47884661,0.3684036,0.68189176,0.0095309403,0.44275889,-0.052560891,0.22583905,0.49136641,-0.093421651,-0.16727696,-0.079241804,0.38302988,-0.27585754,0.004700092,0.023765289,0.34308129,0.14377559,0.075043128,-0.28437514,0.029586887,0.25740567,0.36761355,0.37816177,-0.11819011,-0.41314602,-0.12676305,0.43723196,-0.42544449,0.5047703,-0.10962501,0.43626813,-0.057386461,-0.15837056,0.27272525,0.22174171,0.56261002,0.2037909,-0.3845287,-0.24136572,-0.079331218,0.12893035,0.38182336,0.21947392,0.29110854
6.2239813,0.039354467,-0.06910398,0.10518382,-0.21548722,0.15497152,4.0402122,-0.6441119,-0.57864424,1.2091506,-1.4038296,-0.20242227,-0.079412381,0.46691638,-0.17559962,-0.38598443,-0.30874031,-0.15982333,-0.21416748,-0.16139679,-0.086207621,-0.020709776,0.11686669,0.030907286,0.15203775,-0.036716249,-0.19737793,-0.21746031,-0.10981635,-0.20019922,-0.058697081,0.17250553,0.082223238,0.12428925,0.13097211,-0.28225065,-0.44687788,-0.087191212,-0.048116821,-0.066583001,-0.080301773,-0.069452455,0.09387521,0.18884427,0.36551427,0.35758805,0.20641642,-0.067176829,-0.55348297,0.02023549,-0.054712979,-0.029195238,0.017418643,0.059972553,0.11222812,0.35370753,0.39876496,0.39674648,0.34960179,0.089592508,-0.0052990282,-0.14280838,-0.073499685,-0.0035490003,-0.044848267,-0.0098419071,0.20134015,0.29746161,0.36459904,0.43579436,0.12742285,-0.19961463,-0.013672027,-0.0032701774,-0.1069913,0.20610716,-0.070148551,0.14306832,0.19261593,0.15846805,0.24231974,0.13383675,-0.048893664,-0.085940755,-0.15086348,-0.10434297,0.0048025021,0.032805422,0.007623096,-0.30623827,-0.34933589,-0.26088677,0.33617469,0.39307465,-0.19821308,0.16230889,0.22115417,-0.065057869,-0.03300619,-0.31375301,0.30393897,-0.13047135,0.081330785,-0.0046104427,-0.20209224,0.030144659,-0.41735712,-0.043417423,0.22854361,-0.16207558,0.15093016,-0.21983061,-0.098350479,0.28436436,0.13685027,-0.30581234,0.29517088,0.037525879,0.15231084,0.020953349,0.17111358,0.0040590048,-0.52377628,0.2312127,-0.013347502,0.083373796,0.27416173,0.023346395,-0.31005748,-0.25929648,0.098756965,-0.20310661,-0.11193511,-0.17847144,-0.22894706,0.50279123,-0.075787621,-0.26283066,0.26487231,-0.051718415,-0.66441926,-0.1396935,-0.66802402,0.052633855,-0.23744402,0.20502385,0.056895175,0.15610375,-0.50318004,0.34403801,-0.2479215,0.21563571,0.29437343,0.24424558,-0.35498745,0.31036132,-0.19555632,0.41710229,-0.11193125,-0.47828707,-0.37897703,0.065699106,0.12703898,0.40021263,0.1869798,0.2726455
6.2285272,0.022167508,-0.070264534,0.12510586,-0.22054762,0.13315207,4.0879731,-0.62811944,-0.58591155,2.203246,-2.3926965,-0.18914716,-0.061926523,0.44856237,-0.18042925,-0.39883885,-0.33914182,-0.25023484,-0.30256973,-0.1481803,-0.085078845,-0.11062416,-0.0052959899,-0.016653657,0.16549397,-0.0035086071,-0.1278642,-0.27188915,-0.10899066,-0.20654888,0.02595658,0.11070766,0.055001625,0.13074047,0.15986573,-0.20073638,-0.46462169,-0.062430959,-0.073892319,-0.090611295,-0.051040186,-0.095738517,0.11240723,0.18545972,0.34987636,0.3739784,0.18806346,-0.09919979,-0.46612527,-0.044386983,-0.097006575,-0.0123579,0.0050587556,0.037739857,0.1508875,0.29766051,0.45755251,0.41806683,0.34110659,0.094890431,-0.065195427,-0.180416,-0.11224725,0.0230744,0.040229735,0.014286595,0.16536758,0.33759519,0.39560722,0.4128311,0.083270213,-0.17096817,0.091366461,-0.049989934,-0.10917625,0.15383418,-0.11631086,0.19596643,0.16459496,0.097653118,0.21027288,0.10395518,0.011727345,-0.10473436,-0.17700621,-0.071874148,0.00095668104,0.022902738,0.054221002,-0.24332962,-0.27555309,-0.17958703,0.088264804,0.17226413,0.10992109,0.14746463,0.19585256,0.14164334,-0.34420552,-0.084817658,-0.14970316,-0.28734579,-0.13715016,0.24264331,-0.32904242,-0.041161222,-0.23273102,0.23586522,0.10961372,-0.55550558,0.14020596,-0.43716281,0.055798066,0.25208323,-0.025147441,-0.17352455,0.42462856,0.18781477,0.15705981,-0.075516396,0.13049948,-0.086979493,-0.30360712,-0.032503346,0.13214662,-0.12332982,0.13880505,-0.17095624,-0.14402612,-0.13292701,-0.084662393,-0.12680062,-0.15370394,0.36677888,-0.11180332,0.35280935,-0.027955733,-0.41272811,0.34501912,0.1735655,-0.44914306,0.13657591,-0.31463982,0.11702974,-0.070860654,0.31505218,-0.25254948,-0.080879131,-0.23883334,-0.21025644,0.13637779,0.016420256,0.31134955,-0.019571609,-0.12408111,0.18802653,-0.25189357,0.30155404,0.059112396,-0.5252686,-0.36879688,-0.090145754,0.11959608,0.40312439,0.18198099,0.22394705
6.21576,0.032617977,-0.060925565,0.10235654,-0.19912365,0.16383743,3.984083,-0.44989025,-0.42532711,2.1520779,-2.380154,-0.072481578,-0.060157218,0.52629567,-0.073276791,-0.41776115,-0.29838491,-0.030586526,-0.17850656,-0.11790872,-0.047426956,-0.084957422,0.14238643,0.097410711,0.14802163,-0.059816834,-0.082185647,-0.17769603,-0.076703491,-0.17784563,-0.054693285,0.13787743,0.083504908,0.11746351,0.031277473,-0.27399112,-0.48378716,0.037700874,-0.091140475,-0.052148732,-0.065249382,0.0014414101,0.20907727,0.16484018,0.27835035,0.32366575,0.15612873,-0.1009708,-0.5726832,-0.021616836,0.021600225,-0.084402887,-0.011071177,0.0092577019,0.11838235,0.3404804,0.39660912,0.40551821,0.31788691,0.1540247,-0.014785639,-0.087366891,-0.0050321465,-0.013689158,0.042526324,0.0028126796,0.27105376,0.26715217,0.37269614,0.38868251,0.11376369,-0.16334308,-0.13159964,-0.05437147,-0.057911635,0.085104234,0.063962013,0.15182606,0.18388666,0.18765912,0.15586736,0.13559785,-0.036801723,-0.12283151,-0.11905064,-0.085286801,0.027524005,0.079418913,-0.060784047,-0.35634539,-0.40062733,-0.095087914,0.38696913,-0.013109423,-0.046422405,0.59442456,0.22163815,-0.190596,0.1083933,0.32914775,-0.11399429,-0.082782004,0.17226524,-0.36599123,-0.34789989,0.11217022,-0.83195694,-0.31552358,-0.24595636,0.59999723,0.082056529,-0.035741312,-0.12555295,-0.018937956,0.088206837,-0.13792631,-0.3073772,-0.27320709,0.5716519,-0.023331837,-0.10054323,0.10385748,-0.93968211,0.50237642,0.30091881,0.17108127,0.58469981,0.25544388,0.21542702,0.74518667,0.12336174,-0.25289742,0.20939924,-0.39019403,-0.23634401,0.35944893,0.21545236,0.09226517,0.087679266,-0.090859581,-0.58631424,-0.10246406,-0.068509836,0.12028385,0.32212563,-0.042116104,-0.31946925,-0.047692778,0.02621163,0.39974475,0.04511491,-0.15310977,0.43116073,0.014460867,-0.17681865,0.53141662,0.30110344,0.14221148,0.17718,-0.38001604,-0.22964167,0.027270001,0.12619075,0.39273784,0.21175972,0.32099232
6.2095283,0.016564635,-0.060587529,0.12546597,-0.20208406,0.15700799,4.0181845,-0.54203933,-0.44237696,1.9688096,-2.1565946,-0.14416524,-0.068445986,0.41834106,-0.13679487,-0.37817835,-0.42594854,-0.17701237,-0.23440089,-0.18021545,-0.040909037,-0.096823533,0.069706479,0.038591677,0.14614373,-0.045275589,-0.08467341,-0.20260605,-0.088339492,-0.18886186,-0.0073450718,0.18943715,0.074150029,0.096808888,0.096019476,-0.22755302,-0.47697001,-0.098332849,-0.027286933,-0.066880001,-0.067294916,-0.022275046,0.17111933,0.19066618,0.3336483,0.40381717,0.17686084,-0.15074799,-0.55923119,0.0027408994,-0.016073564,0.018650098,0.061613067,0.031984829,0.18456466,0.31520263,0.46739211,0.4354463,0.36989585,0.12147593,-0.077457723,-0.14304286,-0.062038395,0.035436676,0.12023124,0.027860216,0.21585665,0.36926102,0.35940332,0.43816248,0.12662711,-0.22635499,0.048541147,-0.039175938,-0.092073601,0.15020355,-0.026155818,0.20999694,0.17367627,0.09295631,0.22254046,0.12259449,-0.16061545,-0.10981082,-0.12209077,-0.01698383,0.07846257,0.069588265,0.04876865,-0.25058317,-0.26721167,-0.19339429,0.71450808,0.307717,-0.27832291,0.2210262,0.053864972,-0.53684775,-0.32640814,-0.30916741,0.26210724,-0.28944362,-0.089845765,-0.023029179,-0.23302038,0.063418372,-0.7025768,0.13158325,0.15641515,-0.24746856,0.039483344,-0.061461742,-0.14003725,0.19532114,0.2633764,-0.11114034,0.10176018,0.43050613,0.32402328,-0.029931069,-0.062873036,-0.1176426,-0.58757562,0.027515083,0.044088815,-0.0047999001,0.24366091,-0.04660165,-0.092315318,0.066314028,-0.1425525,-0.39457462,-0.036313643,-0.012689597,-0.22559914,0.34739593,-0.20161917,-0.47225946,0.22158024,-0.087671294,-0.47026099,0.24949822,-0.58124766,-0.037955373,-0.079061268,-0.097035192,-0.32514187,-0.24129253,0.27344047,-0.34907657,0.2408615,0.19398379,0.33848106,0.047317936,-0.16811062,0.42152837,0.36469633,0.76951882,0.024797706,-0.45101293,-0.36722998,0.15876581,0.12756571,0.39140044,0.21960905,0.29009528
6.2080036,0.037337031,-0.058905548,0.11586542,-0.20633005,0.13619744,3.9806814,-0.65343175,-0.57326353,0.8709798,-1.0511042,-0.14788517,-0.029896449,0.55464242,-0.082686247,-0.40908099,-0.26639427,-0.082063833,-0.22336982,-0.061855073,-0.072340829,-0.092031673,0.13795808,0.049766235,0.17499396,-0.03436621,-0.088432802,-0.22592241,-0.066875347,-0.20575294,-0.015500994,0.090289724,0.068556664,0.15569601,0.086087074,-0.2731566,-0.48432079,0.0061632383,-0.11272524,-0.094568064,-0.040400633,-0.049696535,0.19325107,0.13264339,0.34692686,0.32662104,0.17755729,-0.049437286,-0.54664994,-0.043556397,-0.0060150891,-0.095808757,0.0029731706,0.070882848,0.15562041,0.3484447,0.39068604,0.43490385,0.36681514,0.1129171,0.026597654,-0.079227341,0.015630158,0.030383236,-0.0053330852,0.0036903731,0.2405126,0.31096608,0.4198397,0.42790611,0.13997905,-0.05686771,-0.027894099,0.0088998606,-0.0077401607,0.11954024,0.023501553,0.19536771,0.23934791,0.20704272,0.1938778,0.13803275,0.1117913,-0.047979652,-0.077545065,-0.068162945,0.015709827,0.11528436,-0.081688558,-0.28541594,-0.30503555,-0.14685272,0.027246123,0.10819064,0.050449265,0.52513163,0.56390391,0.37201338,-0.41510396,0.36374323,-0.18409234,0.38069523,0.29188779,-0.19425462,-0.48820855,-0.022234161,-0.33137526,-0.34120762,-0.41021553,0.26944637,0.42763946,-0.46017584,-0.16935186,-0.31551354,-0.18951939,0.052392166,0.12054234,-0.6005227,0.53077541,-0.1750695,0.44943645,0.77728469,-0.45045862,0.61303441,0.30496173,0.017871978,0.34318792,-0.11493368,0.048533026,0.1954472,-0.18621861,0.16423567,-0.012093079,-0.30507658,-0.10292309,0.80766593,-0.040081249,0.23951196,0.25139685,-0.19316818,-0.78528307,0.054214629,-0.44541485,0.37257329,0.18932993,0.071904851,0.052702732,0.32723703,0.23285184,0.60651212,0.44577005,-0.24868769,0.45781555,0.22876139,-0.23092474,0.28078442,0.49753774,0.11481753,0.32631044,-0.5621197,-0.28953914,-0.073876684,0.12137137,0.41900212,0.23580692,0.36934851
6.229206,0.028167028,-0.065768115,0.092246271,-0.18613671,0.11356995,4.1117032,-0.58874852,-0.53272139,-0.32017011,0.25198222,-0.13879671,-0.025776226,0.50653129,-0.086491363,-0.37317171,-0.30567965,-0.22352295,-0.23585007,-0.20593904,-0.046577597,-0.034685979,0.099669795,0.054375281,0.22665039,0.018890512,-0.14707771,-0.22982705,-0.11531162,-0.15882447,-0.012089342,0.20223226,0.080059692,0.083894615,0.14636835,-0.2078115,-0.4530362,-0.044856128,-0.043676377,-0.058566743,-0.062513738,-0.026202618,0.12798027,0.19140598,0.32116062,0.38200685,0.17610357,-0.1081781,-0.46642303,0.039028396,-0.014208956,0.023281937,0.038265404,-0.0035323969,0.10354954,0.28185505,0.44308917,0.36698948,0.29965438,0.10964055,-0.10598819,-0.11845265,-0.060019321,0.021306448,0.12118195,0.0014648337,0.15945631,0.28032686,0.29942852,0.37094648,0.032428063,-0.28728907,0.055029554,0.015051971,-0.039606086,0.11681095,-0.046190986,0.18094114,0.1175578,0.0088956216,0.11897759,0.015115237,-0.17030163,-0.18344729,-0.16593886,-0.099331528,-0.02513398,-0.021887557,-0.00045891594,-0.29626498,-0.43394075,-0.15551476,0.61381389,-0.08889105,0.03734422,0.25396897,-0.15480035,-0.041518259,0.0092279795,-0.42009111,0.22456495,-0.68146114,-0.016224799,-0.49615549,-0.36786542,0.09492732,-0.85088266,0.062061162,0.094908035,-0.20235507,-0.18556249,0.15740713,0.127789,0.33537241,0.0021705259,-0.19627902,-0.12188012,0.59200861,0.21612132,-0.022534247,-0.36975951,-0.32252416,-0.75044934,0.06128477,0.41804397,0.053395818,0.40773272,0.001153188,-0.088227905,0.027972179,0.15410215,-0.68386321,-0.30052959,0.24386188,-0.26447284,-0.23273427,-0.021114358,-0.045151718,0.14734868,0.10468776,-0.5668778,0.021632043,-0.095319196,-0.0081107303,0.020929076,0.1381644,-0.41866683,-0.37574962,0.02190986,-0.26520589,-0.1843678,0.20550462,0.19029488,0.0040142856,-0.2905519,0.35562236,-0.28962731,0.91006729,-0.23251161,-0.48338509,-0.43355306,0.012571141,0.12951651,0.37126328,0.16939758,0.35137358
